term,count
trump,404
house,305
county,272
biden,260
police,207
republican,205
school,188
election,185
photo,175
democrat,154
watch,154
fire,151
week,151
city,150
shooting,149
ukraine,148
american,146
video,140
report,139
down,135
student,133
twitter,123
missile,121
time,111
football,109
leader,109
virginia,106
crash,104
west,104
death,100
president,100
back,98
family,97
pelosi,96
thanksgiving,93
plan,90
fall,88
need,87
high,85
poland,85
help,81
woman,80
open,79
covid,77
game,77
russian,76
holiday,75
killed,75
musk,74
life,72
vote,72
world,71
colorado,68
breaking,67
suspect,66
arrested,65
investigation,64
kansa,64
million,62
found,61
people,61
russia,61
former,59
change,55
attack,51
dead,51
program,51
elon,49
live,49
nebraska,49
work,49
midterm,47
murder,47
north,47
official,47
penn,45
court,43
desanti,43
senate,43
bill,42
sale,40
abortion,39
china,39
christma,39
special,39
vehicle,37
military,36
right,36
season,36
strike,36
market,35
lake,34
race,34
