term,count
harri,473
trump,465
kamala,305
convention,171
democratic,159
back,155
black,155
time,150
school,147
speech,134
national,118
walz,109
people,104
august,100
democrat,97
gaza,97
police,96
week,94
night,93
down,92
watch,92
video,86
share,84
city,82
campaign,79
open,79
woman,79
right,76
court,73
american,67
election,67
live,65
report,63
biden,62
donald,61
attack,58
plan,58
star,58
house,55
million,55
president,55
county,53
talk,52
music,51
world,51
fire,50
life,50
obama,50
women,50
chicago,49
game,49
israel,49
change,48
return,48
song,47
family,46
former,46
party,46
student,46
need,42
project,42
worker,41
death,40
high,40
love,39
health,38
help,38
long,37
history,36
park,36
claim,34
deal,34
tour,32
voter,31
photo,29
fall,28
festival,28
free,28
federal,27
meet,27
