term,count
trump,335
school,206
march,162
bill,150
black,135
indictment,132
time,131
april,127
city,127
shooting,123
house,122
share,116
week,113
people,112
right,110
donald,108
video,106
court,104
back,89
american,88
open,84
police,84
watch,82
health,79
student,79
life,76
women,75
game,73
down,72
republican,72
need,71
tran,69
nashville,68
help,65
star,63
community,59
history,57
album,54
music,54
love,52
family,51
world,51
york,51
live,49
president,47
season,46
anti,45
former,45
reveal,44
texa,43
care,42
photo,42
plan,42
review,42
award,41
free,41
work,40
public,39
story,38
indicted,37
national,36
judge,35
night,35
spring,32
return,31
million,30
food,29
song,29
county,27
report,27
tour,27
israel,26
movie,26
opening,26
coming,25
fire,24
college,23
park,23
record,23
senate,23
street,23
bring,22
