term,count
holiday,216
trump,211
time,169
black,163
world,139
week,128
house,126
people,120
court,118
city,115
christma,114
right,107
police,106
december,102
school,102
open,97
game,94
season,90
album,83
report,82
share,81
back,77
release,77
covid,67
student,66
gift,64
star,64
song,63
video,62
health,58
watch,58
life,56
brittney,54
walker,54
bill,51
help,51
russian,50
election,49
georgia,49
plan,49
award,48
republican,48
music,47
party,46
worker,46
death,45
center,42
women,42
return,41
need,40
white,40
street,39
county,37
griner,36
face,35
power,35
reveal,34
team,34
warnock,34
work,34
herschel,33
food,32
senate,31
bring,30
family,30
free,30
history,30
million,30
high,29
live,29
west,29
book,28
constitution,28
down,28
twitter,28
american,27
change,27
community,27
woman,27
anti,26
good,26
tour,26
review,25
deal,24
host,24
eagle,23
