term,count
trump,278
black,189
shutdown,188
government,172
biden,166
city,149
people,135
strike,135
time,133
right,121
week,121
school,114
republican,112
house,104
court,100
september,100
share,100
watch,99
video,96
world,94
debate,93
down,92
student,92
fall,88
american,86
deal,86
need,85
climate,83
book,81
game,81
open,77
back,73
star,72
federal,68
police,67
review,67
tour,67
music,64
york,64
worker,63
food,62
community,55
judge,55
life,53
death,52
song,52
festival,49
talk,49
woman,49
county,48
live,48
love,47
season,45
national,44
help,43
history,41
plan,41
return,41
bill,40
free,40
donald,39
family,36
former,36
good,36
health,34
million,34
writer,34
album,33
park,32
senate,32
lgbtq,31
listen,31
weekend,30
leader,29
taylor,29
dianne,28
event,28
release,27
hall,26
