term,count
trump,197
black,172
school,169
time,162
week,157
queen,142
september,135
death,128
emmy,117
back,113
share,112
right,108
city,107
student,93
video,93
fall,91
abortion,85
house,81
down,80
people,80
climate,78
open,78
covid,76
game,74
watch,72
west,69
star,68
return,65
american,63
election,62
street,62
health,60
police,60
help,59
report,58
album,57
county,57
need,57
world,57
book,55
review,55
national,53
woman,53
family,51
high,48
republican,48
public,47
music,46
good,45
plan,45
king,44
community,43
rock,42
life,40
water,40
worker,40
lgbtq,39
live,39
talk,39
texa,39
york,38
season,37
song,37
biden,36
court,36
history,36
change,35
month,31
women,31
park,29
ukraine,29
award,28
food,28
media,28
official,28
coming,27
photo,27
elizabeth,26
judge,26
tour,26
crisi,25
love,25
record,25
release,25
restaurant,25
white,25
work,25
