term,count
trump,262
black,172
school,156
time,154
city,152
right,148
week,140
house,138
people,129
september,125
world,120
back,108
student,101
queen,96
star,93
watch,86
game,81
video,80
need,77
review,71
fall,70
change,66
police,65
york,65
share,62
open,61
ukraine,58
work,58
book,56
life,56
down,54
judge,54
live,54
public,54
west,54
health,52
republican,52
return,50
texa,50
report,49
death,48
street,48
white,48
plan,47
election,46
help,45
biden,44
family,44
high,44
music,44
lawsuit,43
russia,43
album,42
abortion,40
county,40
covid,40
american,39
season,39
woman,39
climate,38
good,38
long,38
protest,37
anti,36
migrant,36
women,36
community,34
food,34
power,34
energy,33
festival,33
puerto,33
girl,31
free,30
talk,30
college,29
love,29
lgbtq,28
meet,28
park,28
bring,27
company,27
history,27
tour,27
