term,count
biden,471
ukraine,324
county,254
school,250
east,247
police,228
trump,218
palestine,217
bill,187
video,166
shooting,164
report,163
american,160
ohio,159
city,155
watch,155
woman,144
desanti,138
down,137
fire,136
crash,133
student,132
arrested,131
photo,124
train,121
visit,115
house,114
florida,108
back,106
russia,101
help,97
time,95
china,94
former,92
killed,92
week,92
death,90
people,90
basketball,89
president,89
family,87
found,83
kansa,80
health,79
dead,75
life,73
derailment,72
high,72
black,69
murder,69
west,69
world,64
plan,63
project,62
shot,62
official,60
white,60
claim,58
buttigieg,57
need,57
million,56
open,56
covid,55
media,55
south,55
military,52
north,50
nebraska,49
abortion,48
girl,48
change,47
star,47
national,40
work,40
suspect,38
court,37
february,37
history,37
public,36
record,36
right,36
woke,36
university,35
officer,34
face,33
return,33
accused,32
attack,32
church,32
group,32
lincoln,32
