term,count
biden,370
county,284
school,284
watch,236
election,215
photo,202
video,199
democrat,178
police,173
debate,163
report,159
twitter,156
fire,153
american,143
week,143
halloween,138
city,135
crash,130
trump,123
student,122
back,121
game,121
high,121
time,121
west,118
republican,117
shooting,117
house,106
poll,103
attack,101
fetterman,101
abortion,98
media,98
covid,97
football,97
ukraine,97
florida,91
vote,91
musk,90
woman,90
dead,88
killed,86
world,86
claim,84
people,84
arrested,82
right,82
down,79
pelosi,78
voter,77
court,75
midterm,75
million,71
desanti,70
plan,69
open,67
former,64
south,64
military,63
fall,62
death,61
race,60
russia,59
elon,57
october,57
need,55
senate,55
kansa,54
market,53
season,51
virginia,51
breaking,48
found,46
help,44
penn,43
candidate,41
crime,41
event,40
national,40
john,39
health,38
lead,38
north,38
warn,38
colorado,37
lake,37
free,36
inflation,35
suspect,33
york,33
campaign,32
family,32
start,32
