term,count
trump,424
holiday,177
time,168
report,156
christma,139
black,123
game,114
city,108
people,104
plan,103
health,102
trump’,97
school,96
world,89
back,88
star,79
luigi,78
family,73
season,73
american,67
biden,63
court,63
syria,63
down,62
december,61
million,61
video,61
woman,60
house,58
police,52
week,51
record,50
reveal,50
unitedhealthcare,49
care,48
photo,48
return,48
share,47
help,46
syrian,46
mangione,45
open,45
south,45
power,44
death,42
golden,41
change,39
county,38
good,38
right,38
bill,37
student,37
award,36
watch,36
book,35
fall,35
trump',35
assad,34
shooting,34
need,33
tour,32
deal,31
suspect,31
killing,30
lawsuit,30
president,30
federal,29
judge,29
media,29
republican,29
former,28
here',28
murder,27
review,27
talk,27
