term,count
harri,600
trump,593
school,432
kamala,349
shooting,274
biden,250
county,244
election,236
police,228
watch,223
high,210
football,194
week,182
video,171
arrested,161
bedroom,160
american,152
brief,152
family,151
game,151
city,145
time,136
report,134
back,128
season,126
killed,123
democrat,120
fire,119
campaign,106
georgia,102
suspect,101
walz,101
crash,100
naturalnews.com,100
million,95
student,92
fall,91
former,91
court,89
woman,89
death,85
house,84
north,84
photo,84
plan,83
hama,82
labor,82
president,81
dead,80
found,80
september,80
omaha,79
shot,75
star,75
debate,74
israel,73
help,72
west,70
charged,69
open,68
down,66
judge,65
free,62
hostage,59
charge,55
people,53
media,51
start,51
officer,48
york,46
federal,45
right,45
team,45
weekend,45
health,44
poll,44
south,44
russia,43
donald,40
month,40
murder,40
attack,39
florida,39
illegal,39
leader,39
accused,38
college,38
life,37
need,37
