term,count
biden,338
israel,321
hama,288
trump,239
county,229
school,224
police,207
american,199
watch,189
city,180
video,169
house,168
report,167
week,156
game,148
fire,146
football,144
thanksgiving,139
down,137
gaza,132
time,128
photo,120
naturalnews.com,119
high,117
death,112
woman,111
court,107
crash,105
shooting,105
west,103
arrested,102
hospital,102
holiday,100
student,100
open,96
florida,92
dead,90
plan,86
south,85
anti,84
back,84
former,82
attack,81
season,80
military,79
group,77
family,75
right,73
media,71
found,70
people,69
killed,66
national,64
support,63
christma,62
democrat,61
fall,61
life,61
america,58
desanti,58
help,58
service,56
health,55
colorado,54
kansa,54
white,54
bill,53
charged,52
nebraska,51
virginia,49
investigation,47
center,45
change,45
michigan,45
leader,43
vote,43
charge,42
college,42
election,42
player,42
release,42
judge,40
official,40
spectator,38
china,37
claim,36
vehicle,36
north,35
palestinian,35
suspect,35
basketball,34
donald,34
