term,count
bank,244
trump,219
march,187
black,174
oscar,155
school,145
time,143
week,134
right,130
city,126
valley,126
bill,123
silicon,109
video,102
share,100
star,98
biden,92
world,90
people,86
women,83
back,81
review,81
plan,75
need,69
down,68
sxsw,68
student,67
abortion,66
desanti,66
history,66
court,63
open,61
project,59
york,58
health,57
house,57
work,57
american,56
game,56
season,55
report,54
film,51
long,48
watch,47
help,46
music,46
police,46
queen,46
photo,45
life,44
song,43
texa,43
death,42
power,42
tour,42
free,41
change,39
album,38
florida,38
claim,37
food,37
think,37
ukraine,36
collapse,33
love,33
good,32
republican,31
anti,30
party,30
water,30
reveal,29
talk,29
festival,28
former,28
government,28
little,28
public,28
girl,27
money,27
tran,27
woman,27
deal,26
