term,count
election,292
black,198
halloween,193
time,164
november,162
twitter,148
right,144
trump,137
world,137
city,133
school,129
need,117
people,112
week,107
court,105
back,102
midterm,99
watch,98
open,97
game,96
star,94
plan,92
climate,91
police,89
race,89
republican,89
voter,88
report,85
vote,85
county,83
help,80
attack,77
season,72
video,72
elon,69
pelosi,68
candidate,67
student,65
down,62
life,61
musk,61
health,59
community,57
music,57
american,56
million,56
democrat,55
west,55
power,54
rolling,51
change,50
high,50
house,50
story,50
good,49
return,49
york,46
review,45
biden,43
death,43
park,41
abortion,40
book,36
film,36
action,35
face,35
family,33
covid,32
fall,32
free,32
white,32
brooklyn,31
lgbtq,31
party,31
supreme,31
women,30
local,29
share,29
voting,29
anti,28
bring,28
costume,28
love,28
campaign,27
street,27
little,26
political,26
real,26
