term,count
school,630
trump,491
shooting,404
nashville,398
county,284
biden,278
police,276
indictment,237
bill,233
tran,227
watch,200
shooter,192
american,184
video,170
fire,168
house,167
city,160
christian,157
high,147
killed,146
student,142
woman,133
transgender,130
time,129
photo,112
report,109
desanti,107
week,106
crash,102
former,100
people,97
back,94
arrested,91
life,90
down,89
open,89
dead,84
kansa,82
plan,80
right,79
help,77
spring,75
children,74
death,74
florida,74
president,74
donald,73
march,73
victim,73
family,72
found,72
abortion,67
nebraska,67
lincoln,63
storm,62
arrest,59
april,58
center,57
senate,57
media,56
democrat,54
claim,53
north,53
south,53
left,52
black,50
republican,50
attack,49
china,48
murder,48
change,46
anti,44
breaking,43
power,43
america,41
award,41
community,41
official,41
penn,40
court,39
suspect,39
team,39
covenant,38
lawmaker,38
money,38
tiktok,37
charge,36
reveal,36
west,36
capitol,35
control,35
army,33
