term,count
trump,376
black,190
lago,166
august,157
time,152
video,127
week,122
right,120
climate,119
school,118
people,113
city,112
house,112
back,111
health,102
bill,97
police,94
raid,86
county,83
game,82
world,82
help,74
monkeypox,74
donald,72
inflation,72
need,72
search,71
republican,67
abortion,66
return,66
street,66
covid,64
star,64
open,63
share,62
report,61
family,58
history,58
student,58
down,55
texa,55
watch,54
good,51
review,51
community,50
american,47
book,47
summer,47
public,46
song,46
woman,46
former,45
music,45
life,44
million,44
nuclear,44
national,40
trump’,40
fire,39
album,36
secret,35
york,34
dead,33
john,33
court,32
primary,32
death,31
lgbtq,31
park,30
water,30
women,30
work,30
plan,29
change,28
ebony,28
release,28
federal,27
love,27
story,27
long,26
race,26
