term,count
olympic,712
harri,509
trump,438
kamala,340
pari,284
black,194
back,163
gold,152
people,142
game,138
team,132
time,125
donald,121
august,117
week,117
israel,107
summer,107
vance,107
election,104
right,103
court,101
city,98
medal,94
watch,93
star,89
july,86
biden,85
share,84
attack,83
down,80
help,75
project,74
history,73
video,71
open,67
campaign,66
house,64
canada,63
police,62
american,60
prisoner,59
bile,58
plan,58
russia,58
simone,58
million,56
killed,54
women,53
family,50
leader,50
hama,48
canadian,47
fire,47
report,46
health,45
president,45
woman,45
album,42
journalist,41
life,40
record,40
single,39
county,37
face,37
release,37
world,37
athlete,35
historic,35
gaza,34
study,34
group,33
behind,32
deal,32
public,32
former,31
live,31
need,31
park,31
race,31
return,31
school,31
company,30
love,30
supreme,30
free,29
photo,29
claim,28
