term,count
gaza,257
election,245
trump,230
israel,228
city,193
black,182
time,170
right,146
people,128
republican,127
school,123
november,99
biden,95
house,94
hama,92
back,87
video,86
democrat,83
game,83
world,83
abortion,80
attack,76
plan,75
week,74
need,72
american,66
open,66
palestinian,66
council,64
live,64
police,64
student,64
face,62
review,60
season,59
down,58
life,54
music,53
trial,52
court,51
health,50
strike,50
debate,49
photo,49
race,48
voter,48
help,46
return,46
york,44
israeli,42
million,42
star,42
watch,42
anti,40
judge,40
report,39
donald,38
fall,38
family,37
history,36
long,36
night,35
denver,34
good,34
mayor,33
share,33
death,32
result,32
album,31
food,31
jewish,31
marvel,31
work,31
book,29
love,29
veteran,29
worker,29
coming,28
free,28
party,28
deal,27
song,27
high,26
