term,count
report,799
quarterly,708
trump,635
election,169
house,138
trump’,136
time,110
pick,106
school,106
game,105
people,105
back,102
season,100
corp,98
city,95
trump',95
return,94
health,92
black,91
week,88
open,82
para,82
life,81
student,76
help,73
democrat,72
november,72
plan,72
donald,69
world,68
star,66
american,64
lead,59
republican,54
million,50
court,49
service,49
climate,47
senate,46
right,45
gaetz,44
holiday,44
matt,44
video,40
family,39
south,37
biden,36
community,36
county,35
eagle,35
puerto,35
future,34
rico,34
business,32
work,32
beat,31
israel,30
power,30
fight,29
paul,28
here',27
host,27
night,27
street,27
york,27
group,26
need,25
party,25
elon,24
university,24
down,23
post,23
president,23
score,23
