term,count
time,189
christma,178
santo,163
watch,157
trump,151
covid,147
game,143
people,142
george,134
year',124
holiday,114
police,108
story,105
right,96
dead,91
ukraine,91
southwest,90
death,89
week,89
court,82
review,82
black,81
world,78
january,77
back,74
china,72
storm,71
report,69
woman,69
city,68
women,65
live,64
face,62
flight,61
help,61
pope,60
down,58
life,57
benedict,54
year’,53
house,52
million,51
county,49
russian,49
free,45
need,45
return,45
high,44
love,44
video,44
winter,44
attack,43
fire,42
airline,41
season,40
family,39
former,39
health,39
photo,38
water,36
change,34
continue,31
power,31
russia,31
good,28
office,27
official,27
online,27
public,26
reveal,26
star,26
open,25
book,24
plan,24
west,24
republican,23
share,23
worker,23
