term,count
hurricane,412
milton,348
harri,244
trump,197
israel,171
court,155
florida,149
helene,132
biden,128
county,120
attack,107
kamala,104
october,102
supreme,101
star,92
hama,87
time,77
election,64
school,63
watch,63
week,60
american,54
game,49
north,41
fire,39
carolina,37
football,32
police,32
claim,31
city,30
category,29
gaza,29
mark,28
open,28
anniversary,25
back,25
down,25
death,23
life,23
evacuation,22
change,21
official,21
reveal,21
voter,21
dead,18
fema,18
crash,17
world,17
abortion,16
killed,16
major,15
prize,15
storm,15
team,15
former,14
woman,14
brief,13
record,12
colorado,11
disaster,11
family,11
israeli,11
player,11
report,11
brother,10
houston,10
media,10
people,10
plan,10
power,10
republican,10
return,10
right,10
south,10
texa,10
video,10
walz,10
