term,count
trump,572
harri,434
debate,424
kamala,219
school,204
week,166
donald,156
election,153
black,135
time,132
people,124
city,105
fall,102
right,101
back,96
open,96
september,96
police,91
taylor,91
american,89
game,84
season,83
york,83
presidential,75
health,73
star,72
court,69
plan,68
county,61
help,61
video,61
swift,59
former,57
report,57
women,57
million,55
life,54
music,54
high,52
public,51
death,50
community,49
federal,49
down,47
student,47
voter,47
gaza,46
strike,46
abortion,45
face,45
philly,43
family,41
israel,41
football,40
photo,40
change,39
house,39
media,39
return,39
sept,39
claim,38
need,36
killed,35
watch,35
world,35
north,34
park,34
president,34
woman,34
judge,33
trump’,33
israeli,32
leader,32
officer,31
live,30
para,30
vote,30
west,30
jame,29
