term,count
trump,242
school,203
time,190
black,180
back,143
people,124
share,117
video,110
week,107
fall,102
shooting,100
world,99
open,97
september,96
right,94
watch,92
court,90
student,90
tour,89
county,88
labor,86
biden,84
season,82
album,77
august,76
city,75
star,75
idalia,72
down,71
woman,71
love,69
judge,68
death,66
health,66
republican,66
hurricane,62
million,57
election,56
help,56
high,55
strike,55
climate,54
worker,53
american,51
report,51
song,51
weekend,50
music,48
need,47
house,46
review,45
book,43
drug,42
trial,42
florida,41
food,41
summer,41
texa,41
change,37
free,37
return,37
street,37
work,37
police,36
former,35
release,34
white,32
plan,31
federal,30
power,30
festival,29
life,29
coming,28
leader,28
live,28
family,27
