term,count
biden,521
trump,348
school,289
county,270
border,264
watch,208
police,189
video,176
american,171
city,168
house,163
texa,150
bill,141
photo,133
desanti,131
family,131
town,130
migrant,124
down,123
shooting,121
report,120
woman,120
student,115
time,115
title,112
high,109
debt,108
back,107
kansa,105
white,105
arrested,104
hall,104
week,104
million,101
people,100
found,98
crash,95
florida,95
tucker,95
plan,93
death,90
fire,90
abortion,89
illegal,85
former,77
life,76
help,74
twitter,72
health,70
crisi,61
media,61
court,60
killed,60
national,59
event,58
open,56
republican,56
murder,54
democrat,53
charge,50
light,50
colorado,49
public,49
charged,47
release,47
south,47
award,46
force,46
fall,45
veteran,45
covid,44
right,44
nebraska,43
child,42
record,42
military,41
rule,40
face,39
judge,39
officer,39
crime,38
west,38
baby,36
dead,36
election,36
group,36
business,35
federal,35
girl,35
biden',34
china,34
host,34
