term,count
queen,290
trump,234
september,193
school,187
black,179
elizabeth,173
time,143
city,129
week,128
death,123
people,113
judge,112
video,110
covid,106
back,103
open,101
fall,97
house,97
right,96
student,96
police,93
life,91
world,87
star,86
health,78
review,77
help,74
york,73
plan,72
live,68
need,68
share,67
game,66
album,65
public,64
return,64
watch,63
food,62
report,62
family,61
west,57
community,55
season,55
power,54
election,52
work,52
history,51
court,50
lgbtq,50
down,49
festival,46
change,44
weekend,44
tour,42
climate,40
music,40
official,40
park,37
street,37
group,36
woman,36
race,35
federal,34
love,33
nuclear,33
photo,33
special,33
good,32
shooting,32
labor,31
talk,31
county,30
high,30
song,30
film,29
girl,29
story,29
ukraine,29
qns.com,28
rule,28
face,26
month,26
sery,25
white,25
