term,count
trump,208
city,163
school,159
candidate,152
black,149
time,147
student,131
election,128
october,123
week,122
west,122
house,120
people,113
right,113
world,111
video,110
kanye,96
back,88
plan,86
court,84
open,81
share,80
help,77
police,76
american,75
review,74
report,72
need,70
covid,67
republican,65
high,62
halloween,60
ukraine,59
district,58
family,58
game,58
county,56
fall,56
health,56
music,56
season,55
face,52
biden,49
rolling,49
social,48
album,46
race,45
star,43
love,42
watch,41
death,39
down,39
life,39
live,39
midterm,39
community,38
voter,37
good,36
power,36
questionnaire,36
change,35
return,35
million,34
debate,33
history,32
john,32
future,31
photo,30
women,30
board,29
drop,29
story,28
weekend,28
woman,27
street,26
former,25
public,25
york,25
climate,24
federal,24
local,24
long,24
