term,count
eclipse,437
biden,433
trump,384
israel,312
police,273
solar,263
county,260
attack,240
school,232
abortion,216
student,203
woman,195
watch,186
iran,185
video,180
house,177
court,173
city,157
high,151
trial,145
people,142
arrested,141
death,136
time,135
crash,133
north,132
american,130
down,125
shooting,123
game,109
florida,107
april,105
fire,103
back,99
york,99
total,98
brief,95
report,94
dead,90
naturalnews.com,90
south,90
week,90
killed,89
former,88
money,85
help,84
america,83
west,81
bill,80
carolina,80
claim,79
million,78
life,77
plan,73
election,71
master,71
kansa,68
photo,68
right,67
spring,67
judge,66
national,64
drone,62
family,62
republican,62
found,60
live,60
democrat,59
star,59
football,56
missing,56
prison,56
change,55
girl,53
loan,53
ohio,53
president,52
sentenced,52
rule,49
support,49
iranian,48
charge,47
white,45
college,44
officer,42
texa,42
return,41
face,40
month,40
open,40
record,39
