term,count
trump,1383
pick,283
election,267
watch,258
house,244
trump’,232
bedroom,229
county,208
biden,200
president,187
senate,186
secretary,175
report,169
democrat,164
gaetz,164
november,159
game,158
school,158
city,146
naturalnews.com,146
time,143
week,139
brief,135
omaha,133
veteran,133
trump',129
police,128
white,119
plan,117
college,110
leader,110
republican,107
back,104
down,104
fire,103
football,103
harri,102
national,101
high,96
health,89
million,89
donald,87
team,87
hegseth,85
mike,84
matt,81
official,81
lead,79
return,79
american,77
student,77
media,72
musk,71
open,70
crash,68
judge,67
america,66
cabinet,66
government,66
help,65
security,65
basketball,64
holiday,64
season,63
south,62
court,61
voter,61
john,60
israel,59
former,58
need,58
face,54
photo,53
nomination,52
defense,51
florida,49
woman,49
shooting,48
class,47
department,47
policy,47
campaign,46
attorney,45
people,43
arrested,42
head,42
pete,42
post,42
video,42
kamala,39
west,39
family,38
north,38
free,36
right,36
