term,count
hurricane,549
biden,351
county,283
florida,258
school,239
police,232
video,223
photo,192
watch,186
american,178
city,166
time,154
life,149
week,148
student,143
down,131
fire,129
woman,129
report,128
death,127
trump,127
shooting,120
arrested,112
desanti,111
ukraine,111
dead,108
democrat,107
people,107
abortion,103
family,103
crash,102
back,101
fall,101
republican,99
north,96
russia,95
west,95
election,90
game,89
help,87
open,86
high,85
football,84
south,83
million,81
house,77
killed,77
plan,75
shot,75
colorado,71
right,71
storm,70
media,68
change,63
live,61
power,61
claim,59
biden',57
market,56
bill,51
breaking,51
russian,49
court,48
health,48
poll,46
america,44
found,44
world,44
suspect,42
season,41
officer,39
covid,38
former,36
official,36
kansa,35
hold,34
leave,34
center,33
continue,33
nebraska,33
group,31
head,31
judge,31
start,31
candidate,30
charged,30
teen,30
