term,count
biden,486
school,334
county,317
trump,275
police,248
student,238
video,209
back,193
american,188
report,168
speech,163
covid,159
watch,155
city,147
down,136
abortion,132
time,132
football,131
woman,130
shooting,125
high,123
republican,119
fire,116
photo,116
people,114
week,105
biden',104
crash,103
plan,103
labor,93
arrested,92
house,90
open,88
fall,87
help,87
president,85
killed,77
claim,75
found,75
life,75
former,73
california,72
democrat,71
college,70
west,69
white,68
family,66
energy,63
death,62
bill,61
court,61
dead,61
game,60
suspect,60
market,59
season,59
media,55
south,53
election,51
maga,51
biden’,50
stock,49
officer,47
free,46
loan,46
leader,45
return,44
threat,44
kansa,43
shot,43
colorado,42
million,42
face,40
florida,39
health,39
public,39
debt,38
charged,37
grant,37
launch,36
north,36
america,35
country,35
force,35
right,35
left,34
russian,34
vehicle,34
attack,33
group,32
charge,31
military,31
storm,31
