term,count
trump,277
school,158
week,158
time,154
city,149
right,143
house,137
people,134
black,130
september,118
student,104
back,103
queen,97
world,94
fall,83
need,77
review,76
watch,76
video,75
game,73
star,68
change,66
police,66
republican,65
down,64
street,60
return,58
health,57
public,57
york,57
election,56
share,56
ukraine,56
plan,55
open,53
american,52
biden,51
death,51
texa,47
work,46
live,45
west,45
high,44
life,44
russia,44
woman,44
music,43
covid,42
long,42
lawsuit,41
report,41
good,40
community,39
book,38
free,38
help,38
energy,36
family,36
abortion,35
college,35
county,35
housing,34
climate,33
festival,33
power,33
artist,32
company,31
puerto,31
women,31
history,30
judge,30
season,30
album,29
food,29
brooklyn,28
former,28
park,28
girl,27
donald,26
qns.com,26
tour,26
