term,count
biden,452
school,396
idalia,378
county,353
trump,299
hurricane,263
florida,233
football,218
watch,204
city,199
police,195
american,194
video,178
shooting,174
desanti,172
time,170
arrested,160
back,158
fire,153
naturalnews.com,150
week,144
high,133
house,133
photo,131
crash,124
woman,122
labor,114
down,110
report,108
game,105
death,102
found,102
people,101
season,101
open,98
life,97
nebraska,94
covid,93
family,91
former,89
killed,89
north,89
student,87
dead,86
election,83
south,83
west,83
fall,82
help,78
court,73
climate,72
colorado,72
weekend,72
record,64
official,62
return,61
storm,59
abortion,57
health,57
judge,57
media,56
ukraine,56
college,55
team,55
democrat,54
national,53
claim,52
million,49
need,49
issue,46
lawsuit,46
carolina,45
force,45
white,45
change,44
power,44
face,43
shot,43
texa,42
live,41
jimmy,40
kansa,40
maui,40
military,40
president,40
right,40
virginia,37
federal,35
penn,35
star,35
