term,count
israel,315
gaza,287
trump,230
halloween,200
black,170
time,166
city,158
people,145
hama,136
november,135
house,132
school,128
game,114
student,114
world,106
open,103
american,98
biden,97
court,92
back,90
right,90
trial,86
week,83
need,81
palestinian,81
health,72
report,71
watch,71
israeli,69
season,66
video,63
election,61
help,61
life,60
mike,59
review,58
share,58
death,52
family,51
photo,46
johnson,45
plan,45
police,45
celebrate,40
history,40
return,39
live,38
attack,37
order,36
story,36
west,36
national,35
donald,34
million,34
music,34
star,34
work,34
york,34
republican,33
book,32
rock,32
street,32
down,31
album,30
bring,30
costume,30
fire,29
food,29
love,28
brooklyn,27
public,27
bill,26
climate,26
tour,26
change,25
reveal,25
texa,25
weekend,25
