term,count
biden,368
super,356
bowl,350
school,297
county,235
down,228
police,222
city,215
watch,193
bill,192
american,172
chief,161
balloon,159
object,157
report,156
shooting,156
time,155
photo,152
train,152
high,151
ohio,150
video,148
student,146
house,143
shot,135
crash,133
woman,126
desanti,112
killed,112
trump,108
china,100
former,100
fire,98
people,98
derailment,95
week,95
haley,91
black,90
kansa,89
arrested,88
nikki,80
death,79
back,75
white,75
lincoln,74
military,74
florida,73
east,70
family,68
open,68
covid,67
girl,65
michigan,65
south,64
life,61
dead,60
help,60
media,58
national,57
university,57
north,56
ukraine,56
claim,55
basketball,54
child,51
need,51
chinese,50
health,49
suspect,49
president,48
vehicle,48
west,48
breaking,46
fall,46
million,46
charge,44
plan,43
found,42
lake,42
official,42
change,41
team,40
nebraska,37
return,36
group,35
history,35
center,34
right,33
texa,33
court,31
