term,term_count,term_ratio,doc_count,doc_ratio,sample_size
trump,790,0.158,772,0.154,5000
iran,573,0.115,567,0.113,5000
new,200,0.04,199,0.0398,5000
video,200,0.04,200,0.04,5000
war,172,0.0344,171,0.0342,5000
ceasefire,154,0.0308,153,0.0306,5000
watch,154,0.0308,154,0.0308,5000
swalwell,137,0.0274,134,0.0268,5000
president,117,0.0234,117,0.0234,5000
american,112,0.0224,111,0.0222,5000
man,111,0.0222,108,0.0216,5000
u.s.,109,0.0218,108,0.0216,5000
california,98,0.0196,96,0.0192,5000
down,90,0.018,90,0.018,5000
report,90,0.018,90,0.018,5000
hormuz,89,0.0178,89,0.0178,5000
america,89,0.0178,87,0.0174,5000
house,88,0.0176,87,0.0174,5000
old,85,0.017,85,0.017,5000
artemis,85,0.017,85,0.017,5000
strait,83,0.0166,83,0.0166,5000
easter,79,0.0158,79,0.0158,5000
news,78,0.0156,76,0.0152,5000
school,77,0.0154,73,0.0146,5000
democrats,77,0.0154,77,0.0154,5000
ii,77,0.0154,77,0.0154,5000
eric,76,0.0152,75,0.015,5000
back,73,0.0146,70,0.014,5000
talks,72,0.0144,72,0.0144,5000
israel,72,0.0144,71,0.0142,5000
ai,71,0.0142,71,0.0142,5000
white,69,0.0138,67,0.0134,5000
illegal,69,0.0138,69,0.0138,5000
city,68,0.0136,66,0.0132,5000
fraud,68,0.0136,66,0.0132,5000
woman,68,0.0136,68,0.0136,5000
ice,67,0.0134,66,0.0132,5000
police,67,0.0134,67,0.0134,5000
world,66,0.0132,66,0.0132,5000
death,66,0.0132,63,0.0126,5000
former,65,0.013,65,0.013,5000
iranian,63,0.0126,62,0.0124,5000
court,63,0.0126,62,0.0124,5000
bill,62,0.0124,61,0.0122,5000
april,62,0.0124,62,0.0124,5000
gop,62,0.0124,62,0.0124,5000
people,61,0.0122,60,0.012,5000
high,60,0.012,59,0.0118,5000
military,60,0.012,59,0.0118,5000
democrat,59,0.0118,59,0.0118,5000
vance,59,0.0118,58,0.0116,5000
sexual,59,0.0118,59,0.0118,5000
governor,58,0.0116,57,0.0114,5000
killed,58,0.0116,58,0.0116,5000
calls,57,0.0114,57,0.0114,5000
2026,57,0.0114,57,0.0114,5000
deal,56,0.0112,56,0.0112,5000
accused,55,0.011,55,0.011,5000
day,55,0.011,55,0.011,5000
end,55,0.011,54,0.0108,5000
media,54,0.0108,54,0.0108,5000
oil,53,0.0106,53,0.0106,5000
allegedly,53,0.0106,53,0.0106,5000
dem,52,0.0104,52,0.0104,5000
rep,52,0.0104,52,0.0104,5000
stock,52,0.0104,49,0.0098,5000
biden,51,0.0102,51,0.0102,5000
worldnetdaily,51,0.0102,51,0.0102,5000
claims,51,0.0102,51,0.0102,5000
time,50,0.01,49,0.0098,5000
rescue,50,0.01,50,0.01,5000
star,50,0.01,50,0.01,5000
breaking,49,0.0098,49,0.0098,5000
mission,49,0.0098,49,0.0098,5000
left,49,0.0098,48,0.0096,5000
anti,49,0.0098,49,0.0098,5000
child,47,0.0094,46,0.0092,5000
wife,47,0.0094,47,0.0094,5000
women,47,0.0094,47,0.0094,5000
warns,46,0.0092,46,0.0092,5000
family,46,0.0092,46,0.0092,5000
arrested,45,0.009,45,0.009,5000
god,45,0.009,45,0.009,5000
plan,45,0.009,45,0.009,5000
florida,44,0.0088,44,0.0088,5000
dead,44,0.0088,44,0.0088,5000
big,43,0.0086,43,0.0086,5000
life,43,0.0086,43,0.0086,5000
county,43,0.0086,42,0.0084,5000
nato,41,0.0082,39,0.0078,5000
assault,41,0.0082,41,0.0082,5000
fire,40,0.008,40,0.008,5000
deadline,40,0.008,40,0.008,5000
dems,40,0.008,40,0.008,5000
prices,40,0.008,39,0.0078,5000
face,40,0.008,38,0.0076,5000
allegations,40,0.008,40,0.008,5000
peace,39,0.0078,39,0.0078,5000
murder,38,0.0076,38,0.0076,5000
crash,38,0.0076,38,0.0076,5000
