term,count
trump,401
black,172
time,171
world,167
georgia,159
people,150
video,144
indictment,136
back,134
school,131
climate,121
august,120
city,118
help,116
election,115
right,111
donald,108
wildfire,105
fire,102
share,101
week,101
watch,98
court,96
maui,95
album,88
county,84
american,78
star,76
police,74
life,71
song,68
need,62
music,61
down,59
game,59
health,59
tour,59
fall,57
change,55
history,55
return,54
plan,53
family,52
review,50
former,48
live,44
festival,43
season,43
michael,40
summer,40
street,39
charge,38
house,38
report,38
woman,38
high,36
open,36
study,36
work,36
deal,35
republican,35
judge,34
community,33
white,33
federal,32
book,31
death,31
good,31
future,30
love,30
release,30
talk,30
trump',30
biden,29
lawsuit,29
restaurant,29
abortion,28
listen,28
photo,28
