term,count
black,223
halloween,204
time,173
election,166
school,161
kanye,151
world,143
west,131
city,127
right,122
people,114
october,113
student,111
house,105
trump,104
back,103
race,86
watch,85
week,83
police,81
open,80
need,78
report,77
voter,74
american,69
help,66
life,66
candidate,63
county,60
debate,60
video,60
game,59
review,59
health,57
season,56
death,54
fall,53
plan,53
rolling,53
covid,52
sery,51
twitter,51
album,49
star,49
court,48
early,48
music,48
share,48
ukraine,47
live,45
street,45
community,44
million,44
republican,44
tour,44
climate,42
high,42
lgbtq,41
woman,41
biden,39
york,39
abortion,38
women,38
down,37
good,37
history,37
release,37
attack,36
face,33
food,32
song,32
voting,32
family,31
real,31
story,31
white,29
anti,27
book,27
night,27
return,27
free,26
november,26
russia,26
bring,25
change,25
drop,25
park,25
