term,count
biden,358
school,326
report,307
police,259
county,251
trump,223
desanti,202
american,189
durham,181
city,180
arrested,168
watch,166
shooting,164
video,151
abortion,149
bill,146
house,141
photo,137
week,135
florida,132
life,132
time,130
fire,116
court,112
student,110
killed,108
woman,108
death,105
russia,105
debt,97
high,97
border,96
democrat,94
people,92
national,90
down,89
crash,87
plan,84
former,82
kansa,81
officer,81
health,77
dead,75
official,75
south,75
texa,73
world,70
white,69
change,68
media,68
found,66
group,65
open,65
investigation,64
colorado,63
republican,63
suspect,60
family,59
ukraine,57
million,56
nebraska,54
accused,53
back,51
baseball,50
charge,50
team,50
election,49
north,49
leader,47
breaking,44
game,42
shot,42
attack,41
president,41
charged,40
west,40
summer,39
child,38
girl,38
record,38
governor,37
face,36
help,36
race,36
talk,36
care,35
claim,34
baby,33
teacher,33
china,32
