term,count
trump,410
thanksgiving,370
black,321
holiday,259
friday,237
deal,204
game,189
season,159
time,146
report,143
health,126
week,117
plan,111
israel,109
pick,105
trump’,97
people,93
back,90
lead,88
city,87
world,87
para,80
earning,79
help,76
return,74
ceasefire,70
million,70
right,70
score,70
trump',69
video,68
november,67
tariff,65
turkey,62
donald,61
police,60
american,59
need,58
open,58
court,56
election,54
face,54
house,54
star,53
christma,52
play,51
family,48
down,47
south,46
hezbollah,45
school,44
biden,42
kendrick,38
north,38
fire,37
power,37
president,37
team,35
history,34
life,33
watch,33
leader,32
woman,32
eagle,31
latest,29
loss,29
public,29
talk,28
wicked,28
good,27
high,27
media,27
music,25
