term,count
gala,187
time,171
black,158
star,132
people,121
week,121
bill,116
school,116
texa,113
video,111
city,104
share,101
back,96
house,92
health,91
court,88
king,88
right,84
trump,84
down,81
world,80
shooting,78
album,73
watch,70
life,68
death,61
open,60
report,58
coronation,54
tour,53
history,52
need,52
police,52
student,51
plan,49
strike,46
american,45
food,45
live,45
york,45
charle,44
love,44
public,44
care,41
talk,41
biden,40
story,40
celebrate,38
game,38
fight,37
republican,37
music,36
work,36
anti,35
florida,35
community,32
election,32
free,32
return,32
song,32
writer,32
film,31
high,31
abortion,30
county,29
queen,28
west,28
woman,28
family,27
season,27
white,27
photo,26
hall,25
street,25
help,24
thoma,24
change,23
covid,23
face,23
