term,count
israel,327
hama,322
biden,312
county,292
veteran,274
trump,258
election,247
school,241
watch,206
video,185
american,181
police,181
football,180
time,173
city,160
week,152
house,149
report,149
gaza,147
woman,146
fire,140
democrat,134
arrested,129
attack,129
down,129
crash,128
photo,121
abortion,111
military,111
game,109
anti,105
high,102
season,102
student,102
former,95
court,93
open,93
debate,92
back,88
michigan,83
shooting,82
virginia,80
palestinian,78
people,77
killed,74
media,74
jewish,73
plan,73
naturalnews.com,72
republican,72
life,71
penn,67
need,65
college,63
florida,63
vote,63
west,63
south,62
help,61
million,61
kansa,60
judge,57
award,55
death,55
family,54
fall,52
support,52
poll,51
israeli,50
nashville,50
nebraska,50
officer,50
voter,50
basketball,47
lead,47
race,47
right,45
team,45
live,44
desanti,42
mayor,41
service,41
holiday,40
black,39
dead,39
iowa,36
official,36
result,36
seek,36
texa,36
issue,34
north,34
spectator,34
colorado,33
politicsthe,33
suspect,32
breaking,31
candidate,31
health,31
