term,count
biden,391
school,272
county,268
bill,241
covid,231
watch,227
police,187
student,182
city,171
video,169
report,164
house,161
trump,155
ukraine,151
american,150
basketball,147
photo,145
time,136
high,133
down,129
desanti,127
arrested,123
march,119
girl,117
back,115
china,115
shooting,111
black,108
plan,105
florida,103
leak,100
white,99
crash,98
found,98
death,97
fire,95
life,93
kansa,92
woman,92
democrat,90
week,83
former,81
nebraska,78
open,78
people,75
abortion,74
south,74
million,73
right,73
east,72
media,72
court,69
month,68
republican,66
tournament,66
west,66
spring,65
child,64
lincoln,64
face,63
health,63
claim,61
murder,60
history,59
help,58
season,58
game,57
mayor,56
family,55
official,51
team,49
college,48
cpac,48
killed,48
attack,47
change,47
dead,47
russia,45
train,45
senate,44
player,43
women,43
america,41
election,40
service,39
company,38
fall,38
left,37
military,37
national,37
teacher,36
world,35
issue,34
