term,count
biden,570
classified,336
county,286
house,271
school,257
document,241
police,226
city,179
american,164
republican,158
found,153
biden',152
photo,151
video,150
report,142
covid,139
bill,137
trump,137
border,135
basketball,128
watch,127
death,125
time,125
high,117
back,116
woman,116
week,114
arrested,105
fire,101
student,100
plan,97
stove,93
democrat,89
kansa,89
florida,88
former,87
mccarthy,85
abortion,83
shooting,83
killed,82
million,82
south,79
down,75
west,73
biden’,72
nebraska,71
people,71
dead,69
health,67
life,64
game,62
shot,61
court,60
open,60
january,59
crash,58
office,58
virginia,57
government,56
media,56
national,56
vaccine,56
change,55
center,53
right,53
family,51
suspect,51
football,49
girl,48
help,48
player,47
officer,45
president,45
continue,42
fall,42
arrest,41
breaking,41
white,40
baby,39
claim,37
committee,37
child,35
fort,34
public,34
colorado,33
drop,33
college,32
price,32
texa,32
