term,count
trump,240
black,190
time,179
world,174
july,173
people,159
barbie,151
city,141
house,127
back,121
video,118
open,115
police,115
right,114
star,109
biden,104
court,103
week,98
strike,90
heat,84
american,83
republican,81
summer,81
climate,79
health,79
history,76
school,76
share,73
watch,67
deal,65
album,64
life,64
music,64
love,61
down,60
street,58
woman,58
game,56
help,56
plan,56
change,55
election,55
oppenheimer,54
need,53
bill,49
park,49
return,49
live,48
trial,47
face,45
report,45
song,45
water,45
tour,44
death,43
texa,43
food,41
public,41
white,40
book,39
family,39
ukraine,38
center,37
donald,37
florida,37
north,37
county,36
worker,36
judge,35
movie,33
russia,33
review,32
anti,31
desanti,31
high,31
president,31
charge,30
lgbtq,30
release,29
talk,29
