term,term_count,term_ratio,doc_count,doc_ratio,sample_size
new,339,0.0678,335,0.067,5000
2023,221,0.0442,221,0.0442,5000
christmas,196,0.0392,190,0.038,5000
holiday,156,0.0312,154,0.0308,5000
market,144,0.0288,126,0.0252,5000
2024,144,0.0288,142,0.0284,5000
million,122,0.0244,120,0.024,5000
man,111,0.0222,110,0.022,5000
announces,103,0.0206,103,0.0206,5000
season,103,0.0206,103,0.0206,5000
former,88,0.0176,88,0.0176,5000
police,83,0.0166,82,0.0164,5000
day,75,0.015,75,0.015,5000
county,74,0.0148,73,0.0146,5000
billion,71,0.0142,69,0.0138,5000
people,71,0.0142,71,0.0142,5000
city,68,0.0136,67,0.0134,5000
ai,67,0.0134,65,0.013,5000
gaza,67,0.0134,67,0.0134,5000
dec,64,0.0128,52,0.0104,5000
woman,63,0.0126,63,0.0126,5000
global,62,0.0124,60,0.012,5000
old,62,0.0124,62,0.0124,5000
win,61,0.0122,60,0.012,5000
court,60,0.012,56,0.0112,5000
trump,59,0.0118,58,0.0116,5000
family,58,0.0116,58,0.0116,5000
review,58,0.0116,58,0.0116,5000
north,58,0.0116,58,0.0116,5000
report,57,0.0114,57,0.0114,5000
watch,57,0.0114,57,0.0114,5000
israel,57,0.0114,56,0.0112,5000
high,56,0.0112,55,0.011,5000
lawsuit,56,0.0112,56,0.0112,5000
time,55,0.011,55,0.011,5000
lead,54,0.0108,52,0.0104,5000
biden,54,0.0108,53,0.0106,5000
size,53,0.0106,53,0.0106,5000
week,53,0.0106,52,0.0104,5000
health,53,0.0106,51,0.0102,5000
down,53,0.0106,53,0.0106,5000
fire,52,0.0104,51,0.0102,5000
game,50,0.01,50,0.01,5000
shooting,49,0.0098,48,0.0096,5000
kids,49,0.0098,49,0.0098,5000
death,49,0.0098,49,0.0098,5000
guilty,48,0.0096,48,0.0096,5000
travel,48,0.0096,45,0.009,5000
power,48,0.0096,48,0.0096,5000
help,47,0.0094,47,0.0094,5000
free,47,0.0094,47,0.0094,5000
holidays,46,0.0092,46,0.0092,5000
school,46,0.0092,45,0.009,5000
scores,46,0.0092,46,0.0092,5000
world,45,0.009,45,0.009,5000
long,45,0.009,45,0.009,5000
u.s.,45,0.009,44,0.0088,5000
gifts,44,0.0088,44,0.0088,5000
killed,44,0.0088,44,0.0088,5000
cagr,43,0.0086,43,0.0086,5000
business,43,0.0086,42,0.0084,5000
need,43,0.0086,42,0.0084,5000
california,43,0.0086,43,0.0086,5000
deal,43,0.0086,43,0.0086,5000
children,43,0.0086,43,0.0086,5000
star,42,0.0084,42,0.0084,5000
20,42,0.0084,42,0.0084,5000
life,42,0.0084,41,0.0082,5000
pay,42,0.0084,42,0.0084,5000
back,42,0.0084,41,0.0082,5000
so,41,0.0082,41,0.0082,5000
work,41,0.0082,41,0.0082,5000
public,41,0.0082,41,0.0082,5000
air,41,0.0082,39,0.0078,5000
class,41,0.0082,41,0.0082,5000
storm,41,0.0082,41,0.0082,5000
vs,41,0.0082,40,0.008,5000
outlook,40,0.008,29,0.0058,5000
basketball,40,0.008,40,0.008,5000
law,40,0.008,39,0.0078,5000
nfl,40,0.008,40,0.008,5000
house,39,0.0078,39,0.0078,5000
taylor,39,0.0078,38,0.0076,5000
dead,39,0.0078,39,0.0078,5000
growth,38,0.0076,38,0.0076,5000
end,38,0.0076,38,0.0076,5000
big,38,0.0076,38,0.0076,5000
start,38,0.0076,38,0.0076,5000
video,38,0.0076,38,0.0076,5000
crash,38,0.0076,38,0.0076,5000
set,38,0.0076,38,0.0076,5000
news,38,0.0076,37,0.0074,5000
hit,37,0.0074,37,0.0074,5000
products,37,0.0074,37,0.0074,5000
investors,37,0.0074,30,0.006,5000
usd,36,0.0072,36,0.0072,5000
15,36,0.0072,36,0.0072,5000
open,36,0.0072,36,0.0072,5000
live,36,0.0072,36,0.0072,5000
killing,36,0.0072,36,0.0072,5000
