term,count
israel,414
gaza,341
hama,211
house,208
trump,203
jordan,162
time,156
october,148
black,145
biden,142
city,137
back,134
republican,132
american,101
speaker,101
world,100
video,99
help,98
israeli,94
palestinian,92
open,88
season,86
game,85
hospital,85
school,85
people,84
right,84
need,77
book,76
student,70
family,65
health,62
week,62
live,60
review,59
history,58
community,57
watch,57
election,55
plan,54
police,53
return,50
attack,49
photo,48
down,47
judge,45
support,45
tour,44
strike,42
death,41
share,41
album,40
woman,40
halloween,38
court,37
deal,37
west,37
park,36
release,36
climate,35
group,35
fall,34
work,34
broadway,33
donald,33
star,33
report,32
women,31
county,30
million,30
music,30
north,28
vote,28
weekend,28
celebrate,27
