term,count
trump,337
israel,267
hurricane,260
harri,245
milton,235
para,209
october,183
court,173
attack,167
election,159
gaza,157
florida,143
hama,130
week,121
game,119
time,115
prime,84
supreme,81
season,79
octubre,78
kamala,77
anniversary,76
back,76
nobel,75
school,74
city,73
star,71
world,67
live,62
former,61
helene,56
plan,54
deal,53
east,51
woman,51
down,48
high,47
donald,46
mark,44
right,44
death,42
israeli,42
police,41
american,39
claim,39
face,39
people,39
book,38
national,36
abortion,33
open,33
voter,32
amazon,31
football,31
million,31
report,30
middle,29
watch,29
final,28
price,27
south,27
mother,26
storm,26
biden,25
chief,25
life,25
work,25
help,24
prize,23
return,23
team,23
change,22
