term,term_count,term_ratio,doc_count,doc_ratio,sample_size
trump,385,0.077,385,0.077,5000
new,268,0.0536,265,0.053,5000
israel,142,0.0284,142,0.0284,5000
world,141,0.0282,139,0.0278,5000
protests,133,0.0266,133,0.0266,5000
iran,124,0.0248,123,0.0246,5000
2025,114,0.0228,114,0.0228,5000
cup,89,0.0178,88,0.0176,5000
immigration,84,0.0168,84,0.0168,5000
day,82,0.0164,81,0.0162,5000
city,77,0.0154,77,0.0154,5000
ice,77,0.0154,76,0.0152,5000
china,73,0.0146,73,0.0146,5000
season,72,0.0144,71,0.0142,5000
la,70,0.014,70,0.014,5000
back,70,0.014,69,0.0138,5000
game,68,0.0136,68,0.0136,5000
trade,66,0.0132,66,0.0132,5000
ai,65,0.013,64,0.0128,5000
u.s.,65,0.013,65,0.013,5000
people,64,0.0128,64,0.0128,5000
series,64,0.0128,64,0.0128,5000
military,64,0.0128,64,0.0128,5000
national,61,0.0122,61,0.0122,5000
los,60,0.012,59,0.0118,5000
health,60,0.012,59,0.0118,5000
win,60,0.012,60,0.012,5000
star,59,0.0118,59,0.0118,5000
time,59,0.0118,58,0.0116,5000
watch,58,0.0116,58,0.0116,5000
live,58,0.0116,57,0.0114,5000
june,57,0.0114,57,0.0114,5000
angeles,57,0.0114,57,0.0114,5000
former,56,0.0112,56,0.0112,5000
raids,56,0.0112,56,0.0112,5000
police,56,0.0112,55,0.011,5000
man,56,0.0112,56,0.0112,5000
killed,54,0.0108,54,0.0108,5000
house,53,0.0106,52,0.0104,5000
deal,53,0.0106,53,0.0106,5000
parade,53,0.0106,53,0.0106,5000
club,50,0.01,50,0.01,5000
gaza,50,0.01,49,0.0098,5000
open,50,0.01,50,0.01,5000
south,50,0.01,49,0.0098,5000
israeli,50,0.01,48,0.0096,5000
news,50,0.01,50,0.01,5000
kings,49,0.0098,49,0.0098,5000
california,49,0.0098,49,0.0098,5000
review,48,0.0096,48,0.0096,5000
protest,48,0.0096,48,0.0096,5000
court,48,0.0096,48,0.0096,5000
life,47,0.0094,46,0.0092,5000
bill,47,0.0094,46,0.0092,5000
awards,46,0.0092,46,0.0092,5000
family,46,0.0092,45,0.009,5000
red,46,0.0092,46,0.0092,5000
down,46,0.0092,46,0.0092,5000
l.a.,46,0.0092,45,0.009,5000
help,45,0.009,45,0.009,5000
final,45,0.009,45,0.009,5000
india,45,0.009,41,0.0082,5000
big,45,0.009,44,0.0088,5000
free,44,0.0088,44,0.0088,5000
shooting,44,0.0088,44,0.0088,5000
air,44,0.0088,44,0.0088,5000
million,44,0.0088,44,0.0088,5000
tv,43,0.0086,42,0.0084,5000
guard,43,0.0086,43,0.0086,5000
dies,42,0.0084,42,0.0084,5000
death,42,0.0084,42,0.0084,5000
judge,42,0.0084,42,0.0084,5000
crash,41,0.0082,41,0.0082,5000
war,41,0.0082,41,0.0082,5000
school,41,0.0082,39,0.0078,5000
minnesota,40,0.008,40,0.008,5000
strikes,39,0.0078,39,0.0078,5000
love,38,0.0076,36,0.0072,5000
father,38,0.0076,37,0.0074,5000
summer,38,0.0076,37,0.0074,5000
attack,38,0.0076,38,0.0076,5000
vs,38,0.0076,36,0.0072,5000
sox,37,0.0074,37,0.0074,5000
video,36,0.0072,36,0.0072,5000
wilson,36,0.0072,36,0.0072,5000
set,36,0.0072,36,0.0072,5000
west,36,0.0072,35,0.007,5000
lead,36,0.0072,35,0.007,5000
talks,36,0.0072,36,0.0072,5000
major,35,0.007,35,0.007,5000
power,35,0.007,35,0.007,5000
brian,35,0.007,34,0.0068,5000
aid,35,0.007,35,0.007,5000
women,35,0.007,35,0.007,5000
public,35,0.007,35,0.007,5000
leader,34,0.0068,34,0.0068,5000
anti,34,0.0068,34,0.0068,5000
officials,34,0.0068,34,0.0068,5000
history,34,0.0068,34,0.0068,5000
latest,34,0.0068,34,0.0068,5000
