term,count
christma,829
trump,333
police,283
county,233
biden,226
watch,204
holiday,197
bowl,179
time,179
video,176
fire,174
court,170
killed,170
city,169
woman,166
report,159
ballot,158
crash,156
american,152
high,145
dead,141
game,141
florida,138
record,137
million,136
family,130
house,124
shooting,124
south,122
north,121
carolina,112
found,112
school,111
gaza,108
attack,106
people,106
back,103
down,102
military,100
football,95
help,87
week,86
arrested,84
injured,84
year',83
israel,82
colorado,80
york,80
story,79
former,78
hama,78
iowa,73
photo,71
migrant,69
claim,67
season,67
west,66
border,64
supreme,62
naturalnews.com,61
missing,60
media,59
open,59
official,58
israeli,56
california,55
illegal,55
life,54
taylor,54
weather,54
chief,53
cold,51
election,51
gift,51
teen,50
morning,48
actor,47
shot,47
plan,46
suspect,46
kansa,45
year’,45
december,44
michigan,43
primary,42
history,41
prison,41
death,39
health,39
student,39
change,38
rose,38
airline,36
powerball,36
white,36
world,36
