term,count
twitter,327
biden,314
county,282
school,226
police,223
trump,215
time,189
covid,180
house,163
musk,162
american,160
city,156
file,151
report,149
family,140
christma,138
death,135
week,134
back,132
elon,125
watch,125
griner,120
video,119
fire,118
photo,113
student,108
holiday,105
bill,103
west,100
former,97
nebraska,97
woman,95
crash,93
arrested,92
democrat,92
election,91
media,90
season,88
down,84
china,81
republican,81
found,79
abortion,78
military,78
high,77
million,76
vaccine,76
game,74
football,73
russia,72
ukraine,72
help,71
official,71
killed,70
plan,69
star,68
right,67
shooting,66
kansa,65
border,64
investigation,64
virginia,64
colorado,62
people,61
court,60
brittney,58
open,58
florida,57
center,55
company,54
murder,53
prison,53
world,51
georgia,49
hunter,49
life,49
shot,49
reveal,48
need,47
senate,47
attack,46
public,46
basketball,45
dead,45
release,43
claim,42
leader,42
army,40
russian,40
charge,37
north,37
white,37
accused,35
