term,count
biden,327
school,316
county,312
video,261
police,231
trump,214
photo,210
watch,181
american,179
crash,168
week,167
abortion,164
city,161
democrat,151
vineyard,146
illegal,143
high,137
migrant,137
time,137
student,136
back,131
woman,124
football,120
report,119
desanti,114
killed,102
border,101
inflation,101
down,100
florida,100
covid,98
republican,98
house,95
people,94
nebraska,92
fall,91
help,89
arrested,85
life,84
plan,84
right,80
fire,79
found,77
martha',74
death,72
shooting,72
open,69
ukraine,69
queen,68
west,68
bill,67
colorado,67
court,66
election,66
game,63
family,62
breaking,60
judge,60
national,60
health,56
dead,55
month,54
former,53
official,53
september,53
shot,48
college,47
claim,46
harri,46
suspect,46
return,44
university,44
public,43
child,42
event,40
south,40
teacher,40
senate,39
world,39
need,38
military,37
continue,36
strike,36
deal,35
veteran,35
america,34
food,33
russian,33
texa,33
girl,32
group,32
human,32
media,32
officer,32
price,32
white,32
