term,count
trump,456
world,181
august,177
time,161
back,160
indictment,158
black,154
school,133
star,128
city,119
right,117
people,114
video,103
election,100
summer,90
week,90
family,85
charge,82
death,82
help,82
watch,81
life,76
trump',70
down,69
donald,68
former,68
heat,67
need,67
food,66
million,61
plan,61
court,60
album,57
biden,55
face,55
health,55
season,53
share,52
live,51
police,51
tour,50
desanti,49
song,47
history,46
woman,46
community,45
county,45
worker,44
latest,43
record,43
west,43
coming,42
good,42
american,41
texa,39
open,38
climate,37
change,36
game,35
judge,35
lawsuit,35
return,35
street,35
house,34
love,34
music,34
team,33
report,32
meet,29
republican,29
talk,29
center,28
public,28
student,28
federal,27
future,27
review,27
brooklyn,26
