term,count
trump,357
april,211
black,174
school,157
time,151
court,150
people,143
city,135
share,131
music,126
right,119
house,116
star,109
donald,104
video,102
watch,102
back,101
bill,100
life,98
student,93
health,91
week,87
restaurant,82
open,80
republican,73
abortion,72
need,72
texa,69
indictment,67
album,62
denver,59
tran,59
american,58
movie,57
review,57
death,56
report,56
story,54
tennessee,54
photo,52
plan,52
police,52
work,52
street,49
club,48
public,47
climate,46
help,46
down,45
live,45
song,45
trump’,45
york,45
easter,43
face,43
love,43
food,42
spring,42
return,41
book,40
election,40
world,40
store,39
president,38
supreme,36
women,36
judge,35
lawmaker,34
thoma,34
weekend,34
good,33
game,32
history,32
former,31
million,31
protest,31
anti,30
listen,30
media,30
biden,29
talk,29
woman,29
clarence,28
community,28
