term,count
thanksgiving,355
black,336
world,288
holiday,236
shooting,214
trump,178
club,171
deal,169
friday,165
lgbtq,143
colorado,140
time,132
court,125
back,124
week,113
right,111
people,101
season,100
share,100
american,98
police,97
help,95
family,92
november,90
game,83
twitter,83
watch,82
city,77
community,77
climate,75
student,72
woman,70
music,69
anti,68
biden,66
election,65
star,65
white,63
down,60
west,60
house,59
award,57
open,57
gift,55
need,55
school,54
ukraine,52
food,51
turkey,49
football,48
love,47
return,46
covid,45
million,45
plan,44
dead,43
republican,43
spring,42
change,41
group,41
high,39
christma,38
victim,37
power,35
protest,35
killed,34
russian,34
video,33
worker,33
mass,32
photo,32
talk,32
health,31
attack,28
kanye,28
life,28
online,28
play,28
winter,28
supreme,27
good,26
live,26
report,26
