term,count
biden,400
twitter,295
county,276
police,257
musk,231
covid,214
china,212
world,209
elon,192
american,168
school,168
city,165
report,163
house,158
holiday,153
photo,152
west,147
christma,145
trump,145
time,143
watch,142
election,139
back,132
woman,124
fire,122
shooting,114
family,111
down,106
video,105
found,102
protest,101
week,101
season,100
file,97
arrested,96
democrat,94
free,90
high,88
people,88
virginia,87
strike,79
help,78
face,73
football,72
former,72
student,72
media,71
game,69
court,67
official,67
iran,61
south,61
white,61
congress,60
death,60
million,60
vote,60
open,58
apple,57
colorado,55
life,54
crash,53
plan,53
chinese,51
dead,50
ukraine,50
kansa,49
murder,49
team,49
anti,48
right,48
support,48
suspect,48
biden',47
deal,47
missing,47
health,45
rail,45
military,44
claim,43
republican,43
florida,42
marriage,42
need,42
russian,42
child,41
hunter,41
senate,41
chief,40
power,38
speech,38
desanti,36
tuesday,36
change,35
