term,count
trump,355
biden,335
police,266
county,235
court,220
school,213
city,199
watch,179
killed,164
epstein,163
report,162
high,160
shooting,158
time,151
naturalnews.com,148
fire,144
video,143
woman,138
president,134
ballot,133
harvard,131
january,125
border,121
claudine,120
week,120
house,119
arrested,111
crash,110
back,100
colorado,97
iowa,97
bill,96
south,96
american,95
down,95
florida,94
photo,94
attack,91
illegal,90
york,90
snow,89
people,86
stock,83
west,83
israel,80
former,79
death,77
hama,75
dead,71
football,71
jeffrey,64
record,64
claim,63
official,59
start,59
migrant,58
north,58
student,58
leader,57
million,57
texa,56
kansa,54
national,54
change,52
game,51
star,51
defense,50
year',50
officer,49
vehicle,49
year’,48
health,45
shot,44
biden',42
supreme,42
charge,41
republican,41
carolina,40
found,40
help,39
covid,37
judge,37
open,37
world,37
breaking,36
election,36
free,36
return,36
suspect,35
desanti,34
