term,count
trump,544
biden,482
county,261
police,232
school,205
house,204
american,203
watch,197
city,184
pride,180
video,180
report,173
white,156
indictment,150
time,137
federal,123
woman,118
down,117
bill,116
republican,112
nugget,111
shooting,110
arrested,108
charge,108
fire,107
plan,101
court,99
photo,98
desanti,94
million,92
crash,89
family,88
june,88
abortion,87
life,86
florida,84
death,83
dead,81
event,80
charged,79
student,78
week,78
open,75
president,75
back,72
former,72
summer,70
tran,69
killed,68
officer,68
help,66
month,66
child,65
guilty,65
high,65
military,65
people,64
face,62
denver,55
claim,54
community,54
children,53
health,52
national,47
lgbtq,46
suspect,46
accused,42
covid,42
group,42
shot,42
right,41
support,41
document,39
celebrate,38
college,38
donald,38
found,38
rate,37
fall,36
light,36
team,36
world,36
fort,35
plead,35
host,34
media,33
vote,33
