term,count
trump,267
harri,182
week,166
school,151
city,127
adam,125
election,116
time,115
black,111
season,108
people,106
helene,104
back,101
game,99
open,88
death,83
kamala,83
star,81
life,80
president,79
health,76
county,73
leader,73
mayor,73
plan,73
israel,71
court,70
strike,68
york,66
right,65
national,64
down,62
hezbollah,62
million,62
para,61
police,61
video,61
world,61
help,60
donald,56
face,56
north,56
philly,56
fall,55
power,55
student,55
review,54
september,52
american,51
community,51
israeli,51
lebanon,50
latest,49
return,49
music,47
high,45
hurricane,45
federal,44
center,42
family,42
killed,42
college,40
sept,40
business,39
street,39
change,36
climate,35
charge,34
judge,33
eric,32
photo,32
reveal,32
talk,32
voter,32
biden,31
campaign,31
study,31
worker,31
bring,30
lawsuit,30
republican,30
