term,count
trump,319
jimmy,194
attack,184
orlean,184
carter,147
time,135
health,132
january,130
black,116
eagle,113
year',113
game,110
house,110
back,99
people,91
story,85
life,82
season,82
week,82
watch,80
president,79
help,78
right,71
death,67
star,67
county,66
golden,65
johnson,65
city,62
globe,62
love,60
former,57
world,56
need,55
biden,54
school,53
woman,52
year’,52
report,50
gaza,48
million,47
cancer,46
change,46
open,46
police,44
york,44
album,39
plan,39
record,39
cartoon,37
south,37
down,36
high,36
musk,35
killed,33
video,33
good,32
american,31
basketball,31
dead,31
speaker,31
street,29
bowl,28
power,28
reveal,28
fire,26
trump’,26
court,25
photo,24
deal,23
event,23
israel,23
vega,23
elon,22
food,22
mike,22
return,22
trump',22
