term,count
christma,503
gaza,302
trump,283
time,241
israeli,187
watch,175
israel,154
holiday,147
story,134
court,132
people,131
police,112
game,111
video,105
attack,94
black,80
star,76
world,76
back,75
killed,75
strike,73
woman,73
city,70
palestinian,70
review,70
year',66
family,65
week,64
ukraine,60
december,58
russian,58
report,54
ballot,53
help,53
life,53
west,51
community,50
right,50
york,49
food,46
american,45
face,43
former,43
biden,40
death,40
election,40
party,39
year’,39
down,38
record,38
biggest,37
dead,36
high,36
south,36
photo,34
color,33
free,32
history,32
official,32
portland,32
season,32
children,31
football,31
bill,30
claim,28
fire,28
love,28
plan,28
school,28
celebrate,27
music,27
need,27
post,27
return,27
live,26
