term,count
twitter,347
biden,321
county,256
school,250
police,229
musk,216
covid,198
christma,197
elon,188
city,173
trump,172
american,161
former,157
house,157
report,156
watch,150
student,149
video,149
death,144
holiday,139
file,136
time,133
arrested,130
woman,130
photo,121
week,106
high,105
back,102
fire,99
west,96
bill,95
crash,95
help,91
family,90
found,90
court,81
down,81
charged,80
official,80
dead,79
plan,79
florida,78
killed,78
need,78
white,78
kansa,76
virginia,76
nebraska,74
free,73
people,72
charge,69
democrat,68
health,68
media,64
border,60
accused,58
million,58
basketball,57
coach,57
group,57
football,55
shot,54
right,53
shooting,53
world,52
energy,47
open,47
vaccine,47
snow,46
storm,46
ukraine,46
child,45
military,43
rate,43
texa,43
desanti,40
murder,37
face,36
life,36
return,36
season,36
cold,35
game,35
national,35
girl,34
morning,34
service,34
inflation,33
rule,33
center,32
