term,count
trump,290
june,206
black,179
heat,168
time,157
summer,153
court,152
biden,142
right,134
people,130
city,117
school,113
video,111
juneteenth,110
back,101
week,101
american,98
game,96
north,92
house,89
down,86
share,79
israel,74
pride,72
life,71
award,70
million,70
election,69
need,68
world,65
police,64
star,62
change,61
help,61
report,61
tony,59
climate,58
plan,58
death,56
history,56
gaza,55
season,52
open,51
watch,50
health,49
water,49
supreme,48
album,46
month,46
return,45
celebrate,44
high,42
park,42
donald,41
tour,41
music,39
record,39
student,39
judge,38
photo,38
good,37
media,37
review,37
work,37
community,36
family,35
lgbtq,35
team,35
leader,33
woman,32
public,30
single,30
street,30
book,29
concert,29
deal,29
post,29
russia,29
trump’,29
ring,28
federal,27
fire,27
long,27
