term,count
trump,450
biden,420
police,308
draft,294
county,252
protest,226
video,210
student,197
school,190
york,185
house,176
hama,170
bill,169
watch,163
city,161
arrested,158
election,155
court,154
down,152
death,148
israel,148
help,143
fire,137
week,135
crash,134
florida,134
college,128
game,128
time,128
protester,121
kansa,116
back,113
gaza,113
white,113
university,112
anti,110
high,109
report,109
south,109
woman,108
april,104
round,103
trial,102
american,100
storm,100
former,99
record,97
pick,95
tornado,95
national,88
columbia,86
people,86
million,85
carolina,84
lead,84
nebraska,83
naturalnews.com,81
found,80
weather,80
oklahoma,79
campus,76
killed,76
official,75
officer,73
return,73
shooting,73
charged,69
north,66
plan,66
damage,61
shot,59
ukraine,59
arizona,58
democrat,58
iowa,57
continue,56
rule,55
colorado,54
open,53
palestinian,51
team,50
health,48
star,48
chief,47
leader,46
president,46
sery,46
family,43
life,43
severe,43
photo,41
driver,40
america,38
money,38
claim,36
