term,count
mccarthy,448
house,426
speaker,391
biden,290
police,279
county,224
damar,213
bill,186
vote,185
hamlin,179
school,178
city,173
time,171
kevin,168
republican,167
shooting,164
american,147
arrested,145
watch,145
murder,142
fire,136
covid,135
suspect,135
report,130
trump,128
million,126
family,123
people,123
video,122
killed,118
photo,112
woman,112
arrest,108
back,108
game,108
idaho,107
border,105
florida,104
high,100
week,100
down,95
death,94
court,91
crash,89
former,87
student,83
attack,78
kansa,78
help,75
dead,73
player,70
twitter,69
basketball,68
january,67
life,65
year',65
abortion,61
collapse,59
officer,58
colorado,57
desanti,57
right,57
change,54
national,54
snow,54
fight,53
west,50
white,49
accused,48
chief,46
open,46
health,45
south,44
congress,43
injured,43
ukraine,42
baby,41
found,40
official,40
close,39
breaking,38
continue,38
media,38
year’,38
nebraska,37
america,36
live,36
virginia,36
plan,35
claim,34
face,34
